1	DAM	premier	TRUE	1110-23
2	DAM	premier	TRUE	1110-24
5	DAM	LIVE	FALSE	3663-39
6	DAM	cyber	FALSE	1849-80
9	DAM	cyber	FALSE	1938-03
11	DAM	cyber	FALSE	1938-04
12	DAM	premier	TRUE	1200-57
13	DAM	cyber	FALSE	2880-40
14	DAM	cyber	FALSE	2880-20
16	DAM	cyber	FALSE	2880-35
18	DAM	cyber	FALSE	2880-29
19	DAM	premier	FALSE	3252-77
20	DAM	cyber	FALSE	4122-07
25	DAM	premier	TRUE	1938-18
26	DAM	premier	TRUE	1938-19
27	DAM	premier	TRUE	1959-83
29	DAM	cyber	FALSE	4122-04
30	DAM	cyber	FALSE	4122-05
31	DAM	cyber	FALSE	2354-83
32	DAM	cyber	FALSE	2354-82
33	DAM	cyber	FALSE	2354-68
34	DAM	cyber	FALSE	2354-67
35	DAM	cyber	FALSE	2868-32
37	DAM	cyber	FALSE	2355-35
41	DAM	cyber	FALSE	2355-30
46	DAM	cyber	FALSE	1350-15
48	DAM	cyber	FALSE	1350-10
49	DAM	premier	FALSE	3252-78
52	DAM	cyber	FALSE	4241-05
53	DAM	cyber	FALSE	6923-24
59	DAM	premier	TRUE	1350-40
60	DAM	premier	TRUE	1350-50
61	DAM	cyber	FALSE	2871-50
62	DAM	cyber	FALSE	2928-45
68	DAM	cyber	FALSE	2928-40
76	DAM	cyber	FALSE	2928-43
82	DAM	LIVE	TRUE	2889-71
83	DAM	cyber	FALSE	2889-75
84	DAM	cyber	FALSE	2977-83
86	DAM	cyber	FALSE	2911-34
87	DAM	cyber	FALSE	1916-60
88	DAM	cyber	FALSE	2977-51
89	DAM	cyber	FALSE	2977-39
92	DAM	LIVE	FALSE	3486-81
95	DAM	premier	FALSE	3254-57
97	DAM	premier	FALSE	3254-10
100	DAM	premier	FALSE	3254-60
110	DAM	LIVE	TRUE	1746-93
111	DAM	cyber	FALSE	1916-26
112	DAM	cyber	FALSE	3258-71
113	DAM	premier	FALSE	3311-94
114	DAM	cyber	FALSE	3255-43
115	DAM	cyber	FALSE	3267-40
119	DAM	LIVE	FALSE	3663-38
121	DAM	premier	FALSE	3312-04
122	DAM	premier	FALSE	3312-16
127	DAM	premier	FALSE	3312-13
130	DAM	premier	FALSE	3312-24
131	DAM	cyber	FALSE	3298-59
133	DAM	cyber	FALSE	1291-25
141	DAM	LIVE	TRUE	3298-21
142	DAM	cyber	FALSE	3318-60
143	DAM	cyber	FALSE	3298-25
144	DAM	cyber	FALSE	3318-61
145	DAM	premier	FALSE	3353-50
146	DAM	premier	FALSE	3353-53
147	DAM	premier	FALSE	3353-78
148	DAM	premier	FALSE	3353-72
149	DAM	cyber	FALSE	3338-08
150	DAM	premier	FALSE	3353-86
151	DAM	premier	FALSE	3353-88
152	DAM	premier	FALSE	3353-29
153	DAM	premier	FALSE	3353-64
154	DAM	cyber	FALSE	3372-10
155	DAM	cyber	FALSE	3372-23
156	DAM	cyber	FALSE	3372-25
157	DAM	cyber	FALSE	3372-16
158	DAM	cyber	FALSE	6768-47
160	DAM	cyber	FALSE	3372-40
161	DAM	cyber	FALSE	3372-33
162	DAM	cyber	FALSE	3353-94
163	DAM	cyber	FALSE	3372-04
164	DAM	cyber	FALSE	3341-94
165	DAM	cyber	FALSE	3344-04
166	DAM	LIVE	TRUE	3371-21
167	DAM	cyber	FALSE	3371-27
168	DAM	cyber	FALSE	3664-29
169	DAM	cyber	FALSE	3664-23
170	DAM	cyber	FALSE	4886-20
171	DAM	cyber	FALSE	3372-93
172	DAM	cyber	FALSE	3820-67
173	DAM	cyber	FALSE	3820-54
175	DAM	premier	FALSE	3664-90
176	DAM	cyber	FALSE	4886-60
177	DAM	cyber	FALSE	3664-30
178	DAM	cyber	FALSE	3664-75
179	DAM	cyber	FALSE	3664-39
180	DAM	premier	FALSE	4886-65
182	DAM	cyber	FALSE	3664-63
183	DAM	cyber	FALSE	3664-35
184	DAM	premier	FALSE	4886-68
185	DAM	premier	FALSE	4049-68
186	DAM	premier	FALSE	6820-09
187	DAM	premier	FALSE	6837-05
188	DAM	cyber	FALSE	4886-74
189	DAM	cyber	FALSE	4057-22
190	DAM	cyber	FALSE	4057-08
191	DAM	cyber	FALSE	4057-23
195	DAM	cyber	FALSE	3799-38
196	DAM	cyber	FALSE	3799-50
198	DAM	cyber	FALSE	3994-77
200	DAM	LIVE	TRUE	4056-56
201	DAM	cyber	FALSE	3065-38
202	DAM	cyber	FALSE	4056-50
203	DAM	cyber	FALSE	3065-35
204	DAM	premier	FALSE	3941-04
205	DAM	premier	FALSE	3128-53
206	DAM	premier	FALSE	3128-50
207	DAM	premier	FALSE	3141-52
208	DAM	premier	FALSE	3146-87
209	DAM	premier	FALSE	3153-03
210	DAM	premier	FALSE	3153-46
211	DAM	premier	FALSE	3141-58
212	DAM	premier	FALSE	3141-40
213	DAM	LIVE	FALSE	3486-77
214	DAM	LIVE	FALSE	3486-78
215	DAM	LIVE	FALSE	3486-76
216	DAM	premier	FALSE	3153-34
217	DAM	premier	FALSE	3153-35
218	DAM	LIVE	FALSE	3486-82
219	DAM	LIVE	FALSE	3486-57
220	DAM	LIVE	FALSE	3486-83
221	DAM	premier	FALSE	3146-29
222	DAM	premier	FALSE	3184-95
224	DAM	LIVE	TRUE	3184-09
225	DAM	cyber	FALSE	3184-38
226	DAM	cyber	FALSE	3492-81
227	DAM	premier	FALSE	3495-60
228	DAM	premier	FALSE	3483-94
229	DAM	premier	FALSE	3495-59
230	DAM	premier	FALSE	3483-95
231	DAM	premier	FALSE	3492-90
232	DAM	premier	FALSE	3492-89
233	DAM	premier	FALSE	3492-88
234	DAM	LIVE	FALSE	3504-53
235	DAM	LIVE	FALSE	3504-90
236	DAM	LIVE	FALSE	3504-54
237	DAM	premier	FALSE	3599-65
238	DAM	premier	FALSE	3599-29
239	DAM	premier	FALSE	3599-26
240	DAM	premier	FALSE	3508-75
241	DAM	premier	FALSE	3508-92
242	DAM	premier	FALSE	3508-93
243	DAM	premier	FALSE	3567-48
244	DAM	premier	FALSE	3567-47
245	DAM	premier	FALSE	3599-71
246	DAM	premier	FALSE	3599-31
247	DAM	premier	FALSE	3594-89
248	DAM	cyber	FALSE	3495-81
250	DAM	cyber	FALSE	3599-13
251	DAM	cyber	FALSE	3599-14
252	DAM	cyber	FALSE	3663-25
254	DAM	LIVE	FALSE	3658-24
255	DAM	LIVE	FALSE	3658-26
256	DAM	LIVE	FALSE	3658-25
257	DAM	LIVE	FALSE	3658-41
258	DAM	LIVE	FALSE	3658-38
259	DAM	LIVE	FALSE	3658-40
260	DAM	LIVE	FALSE	3658-42
261	DAM	LIVE	FALSE	3658-39
262	DAM	LIVE	FALSE	3667-94
263	DAM	premier	FALSE	3663-08
264	DAM	LIVE	FALSE	3667-72
265	DAM	LIVE	FALSE	3667-73
266	DAM	LIVE	FALSE	3667-74
267	DAM	LIVE	FALSE	3668-21
268	DAM	premier	FALSE	3663-07
269	DAM	LIVE	FALSE	3667-71
270	DAM	LIVE	FALSE	3668-10
271	DAM	LIVE	FALSE	3668-38
282	DAM	cyber	FALSE	3663-91
283	DAM	premier	FALSE	3687-66
284	DAM	premier	FALSE	3311-94
285	DAM	LIVE	FALSE	3504-95
286	DAM	cyber	FALSE	3303-55
287	DAM	LIVE	FALSE	3486-84
288	DAM	cyber	FALSE	3371-20
289	DAM	cyber	FALSE	3371-23
290	DAM	cyber	FALSE	4057-66
291	DAM	cyber	FALSE	4057-60
292	DAM	premier	FALSE	3133-95
294	DAM	cyber	FALSE	3202-49
296	DAM	cyber	FALSE	3599-12
298	DAM	cyber	FALSE	3518-11
302	DAM	cyber	FALSE	3994-77
303	DAM	cyber	FALSE	3371-23