1	JOY	hyper	FALSE	31468
1	JOY	f1	TRUE	701268
2	JOY	hyper	FALSE	61690
3	JOY	hyper	FALSE	177108
4	JOY	hyper	FALSE	177109
5	JOY	hyper	FALSE	177110
6	JOY	hyper	FALSE	177111
8	JOY	hyper	FALSE	177112
9	JOY	hyper	FALSE	177113
10	JOY	hyper	FALSE	177114
11	JOY	hyper	FALSE	177286
12	JOY	wave	FALSE	105280
15	JOY	wave	FALSE	196880
19	JOY	wave	FALSE	105083
21	JOY	f1	TRUE	926550
24	JOY	hyper	FALSE	177287
25	JOY	hyper	FALSE	76677
26	JOY	hyper	FALSE	76678
27	JOY	hyper	FALSE	51058
28	JOY	hyper	FALSE	122242
29	JOY	hyper	FALSE	177289
30	JOY	hyper	FALSE	177625
31	JOY	hyper	FALSE	177290
32	JOY	hyper	FALSE	177626
33	JOY	hyper	FALSE	177291
34	JOY	hyper	FALSE	177627
35	JOY	hyper	FALSE	177288
36	JOY	hyper	FALSE	177292
37	JOY	hyper	FALSE	177623
38	JOY	hyper	FALSE	177624
41	JOY	hyper	FALSE	177797
50	JOY	wave	FALSE	146149
51	JOY	hyper	FALSE	177293
52	JOY	hyper	FALSE	17407
53	JOY	hyper	FALSE	19952
54	JOY	hyper	FALSE	122416
55	JOY	hyper	FALSE	122854
56	JOY	hyper	FALSE	177798
59	JOY	hyper	FALSE	20569
60	JOY	hyper	FALSE	20571
61	JOY	hyper	FALSE	126547
62	JOY	hyper	FALSE	170302
63	JOY	hyper	FALSE	177799
64	JOY	hyper	FALSE	177800
65	JOY	hyper	FALSE	177801
66	JOY	hyper	FALSE	177802
67	JOY	hyper	FALSE	177993
68	JOY	hyper	FALSE	177994
69	JOY	hyper	FALSE	177995
70	JOY	hyper	FALSE	177996
71	JOY	hyper	FALSE	170303
72	JOY	hyper	FALSE	170300
73	JOY	hyper	FALSE	170299
74	JOY	hyper	FALSE	170304
75	JOY	hyper	FALSE	170305
76	JOY	hyper	FALSE	170301
77	JOY	hyper	FALSE	170306
79	JOY	hyper	FALSE	177997
82	JOY	f1	TRUE	701266
82	JOY	f1	TRUE	327558
82	JOY	hyper	FALSE	56778
83	JOY	hyper	FALSE	56779
84	JOY	hyper	FALSE	167317
86	JOY	hyper	FALSE	164338
87	JOY	hyper	FALSE	177998
88	JOY	hyper	FALSE	177999
89	JOY	hyper	FALSE	178000
90	JOY	hyper	FALSE	178003
92	JOY	hyper	FALSE	178002
93	JOY	hyper	FALSE	178004
94	JOY	hyper	FALSE	178005
98	JOY	hyper	FALSE	137843
100	JOY	wave	FALSE	722237
104	JOY	hyper	FALSE	178001
105	JOY	hyper	FALSE	178006
109	JOY	hyper	FALSE	178007
110	JOY	f1	TRUE	701267
110	JOY	hyper	FALSE	169389
111	JOY	hyper	FALSE	171474
112	JOY	hyper	FALSE	175593
113	JOY	hyper	FALSE	138057
115	JOY	hyper	FALSE	176087
116	JOY	hyper	FALSE	175934
117	JOY	hyper	FALSE	175935
118	JOY	hyper	FALSE	173213
119	JOY	hyper	FALSE	175936
120	JOY	hyper	FALSE	176086
121	JOY	hyper	FALSE	176085
122	JOY	hyper	FALSE	176244
123	JOY	hyper	FALSE	176245
133	JOY	hyper	FALSE	176984
141	JOY	f1	TRUE	701260
141	JOY	hyper	FALSE	178650
142	JOY	hyper	FALSE	137324
143	JOY	hyper	FALSE	178651
144	JOY	hyper	FALSE	137436
145	JOY	f1	TRUE	935412
146	JOY	f1	TRUE	935413
147	JOY	f1	TRUE	935414
149	JOY	f1	TRUE	935415
150	JOY	f1	TRUE	946546
151	JOY	f1	TRUE	935416
152	JOY	f1	TRUE	946249
153	JOY	f1	TRUE	935417
154	JOY	f1	TRUE	935952
155	JOY	f1	TRUE	935953
156	JOY	f1	TRUE	935954
158	JOY	f1	TRUE	935955
160	JOY	f1	TRUE	935956
161	JOY	f1	TRUE	935957
162	JOY	f1	TRUE	935958
165	JOY	f1	TRUE	935616
166	JOY	f1	TRUE	701220
166	JOY	hyper	FALSE	128051
167	JOY	hyper	FALSE	128052
168	JOY	hyper	FALSE	101476
169	JOY	hyper	FALSE	101998
170	JOY	hyper	FALSE	128684
171	JOY	hyper	FALSE	129523
172	JOY	hyper	FALSE	103286
173	JOY	hyper	FALSE	103401
175	JOY	hyper	FALSE	105342
176	JOY	hyper	FALSE	105317
177	JOY	hyper	FALSE	105343
178	JOY	hyper	FALSE	105344
179	JOY	hyper	FALSE	101526
180	JOY	hyper	FALSE	101527
182	JOY	hyper	FALSE	105345
183	JOY	hyper	FALSE	101528
184	JOY	hyper	FALSE	105307
185	JOY	hyper	FALSE	105309
186	JOY	hyper	FALSE	105308
187	JOY	hyper	FALSE	105311
188	JOY	hyper	FALSE	105233
189	JOY	hyper	FALSE	107423
190	JOY	hyper	FALSE	105312
191	JOY	hyper	FALSE	105310
194	JOY	hyper	FALSE	106347
195	JOY	hyper	FALSE	93501
196	JOY	hyper	FALSE	103602
198	JOY	hyper	FALSE	103570
199	JOY	hyper	FALSE	104887
200	JOY	hyper	FALSE	94227
200	JOY	f1	TRUE	701259
201	JOY	hyper	FALSE	29363
202	JOY	hyper	FALSE	94248
203	JOY	hyper	FALSE	29347
224	JOY	hyper	FALSE	31009
224	JOY	f1	TRUE	701307
225	JOY	hyper	FALSE	31010
226	JOY	hyper	FALSE	730059
227	JOY	hyper	FALSE	730692
228	JOY	wave	FALSE	723499
229	JOY	wave	FALSE	723500
230	JOY	wave	FALSE	723501
231	JOY	wave	FALSE	723513
232	JOY	wave	FALSE	723503
233	JOY	wave	FALSE	723504
236	JOY	hyper	FALSE	723308
240	JOY	wave	FALSE	723505
241	JOY	wave	FALSE	723507
242	JOY	wave	FALSE	723472
243	JOY	wave	FALSE	723514
244	JOY	wave	FALSE	723508
247	JOY	wave	FALSE	723509
248	JOY	hyper	FALSE	731736
249	JOY	wave	FALSE	732464
250	JOY	hyper	FALSE	722893
251	JOY	hyper	FALSE	722939
252	JOY	hyper	FALSE	728719
253	JOY	wave	FALSE	733103
254	JOY	hyper	FALSE	727510
282	JOY	hyper	FALSE	729874
284	JOY	hyper	FALSE	138057
286	JOY	hyper	FALSE	179551
287	JOY	hyper	FALSE	179550
288	JOY	hyper	FALSE	128359
289	JOY	hyper	FALSE	128916
290	JOY	hyper	FALSE	94378
291	JOY	hyper	FALSE	94387
294	JOY	hyper	FALSE	31216
296	JOY	hyper	FALSE	722891
299	JOY	hyper	FALSE	53851
301	JOY	hyper	FALSE	104887
302	JOY	hyper	FALSE	103570
303	JOY	hyper	FALSE	128916
305	JOY	wave	FALSE	732464