1	tetsujin	premier	TRUE	446993
1	tetsujin			96272
2	tetsujin	premier	TRUE	446992
2	tetsujin			96271
3	tetsujin			304019
4	tetsujin			153329
5	tetsujin			283816
6	tetsujin			148737
8	tetsujin			161112
9	tetsujin			148688
10	tetsujin			298500
11	tetsujin			148691
12	tetsujin	premier	TRUE	446994
12	tetsujin			154839
13	tetsujin			169357
14	tetsujin			169367
15	tetsujin			443635
16	tetsujin			168315
18	tetsujin			169382
19	tetsujin			154838
20	tetsujin			168358
21	tetsujin			160941
24	tetsujin			288747
25	tetsujin	premier	TRUE	446995
25	tetsujin			146613
26	tetsujin	premier	TRUE	446996
26	tetsujin			148445
27	tetsujin	premier	TRUE	446997
27	tetsujin			161589
28	tetsujin			167951
29	tetsujin			163118
30	tetsujin			163119
31	tetsujin			163124
32	tetsujin			163117
33	tetsujin			163122
34	tetsujin			163121
35	tetsujin			164887
36	tetsujin			288752
37	tetsujin			166392
38	tetsujin			308433
41	tetsujin			166382
46	tetsujin			167344
48	tetsujin			167349
49	tetsujin			268146
50	tetsujin			406018
51	tetsujin			288753
52	tetsujin			150680
53	tetsujin			162158
54	tetsujin			164355
55	tetsujin			169930
56	tetsujin			308438
59	tetsujin	premier	TRUE	446998
59	tetsujin			167771
60	tetsujin	premier	TRUE	446999
60	tetsujin			168215
61	tetsujin			179094
62	tetsujin			190176
63	tetsujin			308439
64	tetsujin			191531
65	tetsujin			191457
66	tetsujin			308442
67	tetsujin			191218
68	tetsujin			191541
68	tetsujin			297345
69	tetsujin			310719
70	tetsujin			310720
71	tetsujin			190177
72	tetsujin			190174
73	tetsujin			190173
74	tetsujin			190178
75	tetsujin			190179
76	tetsujin			190175
77	tetsujin			190180
79	tetsujin			310722
82	tetsujin	LIVE	TRUE	457132
82	tetsujin			194420
82	tetsujin			452905
82	tetsujin			297375
83	tetsujin			192638
83	tetsujin			297030
84	tetsujin			216650
86	tetsujin			207656
87	tetsujin			230523
88	tetsujin			218140
89	tetsujin			218142
90	tetsujin			310726
92	tetsujin			310725
93	tetsujin			310727
94	tetsujin			310728
95	tetsujin			268187
97	tetsujin			268167
98	tetsujin			320000
100	tetsujin			268183
104	tetsujin			310724
105	tetsujin			310730
109	tetsujin			310732
110	tetsujin	LIVE	TRUE	457133
110	tetsujin			224980
111	tetsujin			227003
112	tetsujin			272655
113	tetsujin			312724
114	tetsujin			237216
115	tetsujin			269364
116	tetsujin			278695
117	tetsujin			269363
118	tetsujin			237216
119	tetsujin			278696
120	tetsujin			279414
121	tetsujin			269365
122	tetsujin			279470
123	tetsujin			269390
127	tetsujin			311157
130	tetsujin			312733
131	tetsujin			292299
133	tetsujin			276983
141	tetsujin	LIVE	TRUE	454611
141	tetsujin			287953
142	tetsujin			314385
143	tetsujin			288957
144	tetsujin			314395
145	tetsujin			323500
146	tetsujin			330896
147	tetsujin			330906
148	tetsujin			330904
149	tetsujin			320360
150	tetsujin			330910
151	tetsujin			330911
152	tetsujin			330886
153	tetsujin			330900
154	tetsujin			335724
155	tetsujin			335625
156	tetsujin			335732
157	tetsujin			340426
158	tetsujin			335626
160	tetsujin			335751
161	tetsujin			335706
162	tetsujin			334723
163	tetsujin			340422
164	tetsujin			321926
165	tetsujin			328776
166	tetsujin	LIVE	TRUE	467897
166	tetsujin	f1	TRUE	454599
166	tetsujin			335023
166	tetsujin			336537
167	tetsujin			336305
168	tetsujin			352605
169	tetsujin			354440
170	tetsujin			340111
171	tetsujin			340314
172	tetsujin			364094
173	tetsujin			364644
175	tetsujin			358222
176	tetsujin			354749
177	tetsujin			354750
178	tetsujin			360106
179	tetsujin			354751
180	tetsujin			355247
182	tetsujin			360107
183	tetsujin			354752
184	tetsujin			370847
185	tetsujin			370848
186	tetsujin			370849
187	tetsujin			370850
188	tetsujin			370408
189	tetsujin			377424
190	tetsujin			373429
191	tetsujin			373427
194	tetsujin			373747
195	tetsujin			359081
196	tetsujin			360216
198	tetsujin			369660
198	tetsujin			364920
199	tetsujin			371660
200	tetsujin	LIVE	TRUE	454610
200	tetsujin			372863
201	tetsujin			396994
202	tetsujin			372870
203	tetsujin			396995
204	tetsujin			401363
205	tetsujin			403983
206	tetsujin			403984
207	tetsujin			409687
208	tetsujin			408409
209	tetsujin			408410
210	tetsujin			412017
211	tetsujin			409688
212	tetsujin			409689
213	tetsujin			461423
214	tetsujin			461424
215	tetsujin			461425
216	tetsujin			412018
217	tetsujin			412019
218	tetsujin			461426
219	tetsujin			461427
220	tetsujin			461428
221	tetsujin			409749
222	tetsujin			414540
224	tetsujin	LIVE	TRUE	456455
224	tetsujin			412543
225	tetsujin			412545
226	tetsujin			457056
227	tetsujin			459161
228	tetsujin			460286
229	tetsujin			468421
230	tetsujin			460287
231	tetsujin			465638
232	tetsujin			465639
233	tetsujin			465640
234	tetsujin			468483
235	tetsujin			468433
236	tetsujin			468434
237	tetsujin			486755
238	tetsujin			485896
239	tetsujin			485897
240	tetsujin			478441
241	tetsujin			478442
242	tetsujin			478443
243	tetsujin			482331
244	tetsujin			482332
245	tetsujin			486756
246	tetsujin			485898
247	tetsujin			487685
248	tetsujin			466338
249	tetsujin			469893
250	tetsujin			483375
251	tetsujin			483376
252	tetsujin			528598
253	tetsujin			547113
254	tetsujin			523295
255	tetsujin			524170
256	tetsujin			524173
257	tetsujin			525742
258	tetsujin			525743
259	tetsujin			525744
260	tetsujin			525745
261	tetsujin			525746
262	tetsujin			549198
263	tetsujin			545842
264	tetsujin			549199
265	tetsujin			548183
266	tetsujin			549200
267	tetsujin			548184
268	tetsujin			545837
269	tetsujin			548185
270	tetsujin			549201
271	tetsujin			548186
282	tetsujin			546252
283	tetsujin			557792
284	tetsujin			312724
285	tetsujin			474755
286	tetsujin			292052
287	tetsujin			292051
288	tetsujin			335024
289	tetsujin			336538
290	tetsujin			374454
291	tetsujin			374673
292	tetsujin			404537
294	tetsujin			414699
296	tetsujin			483410
296	tetsujin			486853
298	tetsujin			273624
299	tetsujin			173941
300	tetsujin			233897
301	tetsujin			371660
302	tetsujin			369660
302	tetsujin			364920
303	tetsujin			336538
305	tetsujin			469893