1	UGA	UGA+	FALSE	6018-48
2	UGA	UGA+	FALSE	6018-49
4	UGA	UGA+	FALSE	4968-65
8	UGA	UGA+	FALSE	4965-87
21	UGA	UGA+	FALSE	6127-98
25	UGA	UGA+	FALSE	6034-01
26	UGA	UGA+	FALSE	6034-02
27	UGA	UGA+	FALSE	6034-04
29	UGA	UGA+	FALSE	6127-96
31	UGA	UGA+	FALSE	6127-97
33	UGA	UGA+	FALSE	6128-10
52	UGA	UGA+	FALSE	4368-08
53	UGA	UGA+	FALSE	4369-24
54	UGA	UGA+	FALSE	4369-25
59	UGA	UGA+	FALSE	6129-89
60	UGA	UGA+	FALSE	6034-05
61	UGA	UGA+	FALSE	6134-40
64	UGA	UGA+	FALSE	6137-68
65	UGA	UGA+	FALSE	6137-69
67	UGA	UGA+	FALSE	6137-70
68	UGA	UGAnext	FALSE	7869-80
68	UGA	UGA+	FALSE	6137-71
82	UGA	UGAnext	FALSE	7858-44
82	UGA	UGA+	FALSE	4502-18
83	UGA	UGAnext	FALSE	7864-22
83	UGA	UGA+	FALSE	6138-52
84	UGA	UGA+	FALSE	6141-34
86	UGA	UGA+	FALSE	6141-42
110	UGA	UGA+	FALSE	4502-97
111	UGA	UGA+	FALSE	6142-61
112	UGA	UGA+	FALSE	6147-07
115	UGA	UGA+	FALSE	6145-82
117	UGA	UGA+	FALSE	6145-81
118	UGA	UGA+	FALSE	6145-80
121	UGA	UGA+	FALSE	6145-83
123	UGA	UGA+	FALSE	6145-84
133	UGA	UGA+	FALSE	1295-25
141	UGA	UGA+	FALSE	6150-70
142	UGA	UGA+	FALSE	6156-79
143	UGA	UGA+	FALSE	6151-50
144	UGA	UGA+	FALSE	6155-51
145	UGA	UGA+	FALSE	6156-87
146	UGA	UGA+	FALSE	6160-08
147	UGA	UGA+	FALSE	6160-10
149	UGA	UGA+	FALSE	6160-12
150	UGA	UGA+	FALSE	6159-62
151	UGA	UGA+	FALSE	6159-63
152	UGA	UGA+	FALSE	6160-13
153	UGA	UGA+	FALSE	6159-64
154	UGA	UGA+	FALSE	6160-26
155	UGA	UGA+	FALSE	6159-77
156	UGA	UGA+	FALSE	6160-27
158	UGA	UGA+	FALSE	6160-28
160	UGA	UGA+	FALSE	6160-30
161	UGA	UGA+	FALSE	6160-31
162	UGA	UGA+	FALSE	6160-32
164	UGA	UGA+	FALSE	6158-62
165	UGA	UGA+	FALSE	6158-38
166	UGA	UGA+	FALSE	6159-53
167	UGA	UGA+	FALSE	6159-54
168	UGA	UGA+	FALSE	6164-39
169	UGA	UGA+	FALSE	6164-50
170	UGA	UGA+	FALSE	6162-42
171	UGA	UGA+	FALSE	6164-63
172	UGA	UGA+	FALSE	6166-94
173	UGA	UGA+	FALSE	6166-74
176	UGA	UGA+	FALSE	6167-80
179	UGA	UGA+	FALSE	6165-53
180	UGA	UGA+	FALSE	6165-52
183	UGA	UGA+	FALSE	6165-54
186	UGA	UGA+	FALSE	6167-81
188	UGA	UGA+	FALSE	6168-25
189	UGA	UGA+	FALSE	6169-38
191	UGA	UGA+	FALSE	6167-79
194	UGA	UGA+	FALSE	6168-58
195	UGA	UGA+	FALSE	6165-44
196	UGA	UGA+	FALSE	6166-79
198	UGA	UGA+	FALSE	6166-46
199	UGA	UGA+	FALSE	7043-40
200	UGA	UGA+	FALSE	6167-78
201	UGA	UGA+	FALSE	6173-47
202	UGA	UGA+	FALSE	6168-16
203	UGA	UGA+	FALSE	6173-45
224	UGA	UGA+	FALSE	6176-29
225	UGA	UGA+	FALSE	6176-35
226	UGA	UGA+	FALSE	6179-29
227	UGA	UGA+	FALSE	6180-25
228	UGA	UGA+	FALSE	6186-41
229	UGA	UGA+	FALSE	6186-42
230	UGA	UGA+	FALSE	6186-55
231	UGA	UGA+	FALSE	6186-49
232	UGA	UGA+	FALSE	6186-43
233	UGA	UGA+	FALSE	6186-44
236	UGA	UGA+	FALSE	6186-96
240	UGA	UGA+	FALSE	6186-45
241	UGA	UGA+	FALSE	6186-46
242	UGA	UGA+	FALSE	6186-26
243	UGA	UGA+	FALSE	6186-50
244	UGA	UGA+	FALSE	6186-47
247	UGA	UGA+	FALSE	6186-48
248	UGA	UGA+	FALSE	6181-18
249	UGA	UGA+	FALSE	6181-85
250	UGA	UGA+	FALSE	6185-43
251	UGA	UGA+	FALSE	6185-44
252	UGA	UGA+	FALSE	6190-89
253	UGA	UGA+	FALSE	6192-75
254	UGA	UGA+	FALSE	6190-16
282	UGA	UGA+	FALSE	3663-91
286	UGA	UGA+	FALSE	6152-94
287	UGA	UGA+	FALSE	6152-95
288	UGA	UGA+	FALSE	6160-47
289	UGA	UGA+	FALSE	6161-39
290	UGA	UGA+	FALSE	6168-96
291	UGA	UGA+	FALSE	6169-01
294	UGA	UGA+	FALSE	6176-80
296	UGA	UGA+	FALSE	6185-42
300	UGA	UGA+	FALSE	7042-35
301	UGA	UGA+	FALSE	7043-40
302	UGA	UGA+	FALSE	6166-46
303	UGA	UGA+	FALSE	6161-39
305	UGA	UGA+	FALSE	6181-85