1	DANZEN！ふたりはプリキュア	1
2	ゲッチュウ！らぶらぶぅ？！	1
3	雨のち天晴れ	1
4	☆SHINING STAR☆	1
5	キュア・アクション	1
6	ジェットコースターなM☆M	1
7	好きなのに…　ビミョ～!!	1
8	Heart to Heart	1
9	ありったけの笑顔で	1
10	DARKNESS	1
11	プリティー・エクササイズ	1
12	プリキュア登場！～VOCAL RAINBOW STORM～	1
13	It's so cool～イケてるハート～	1
14	TSUBOMI	1
15	プリキュアテンション BING BING BANG BANG!	1
16	ここにいるよ	1
17	ゲッチュウ！らぶらぶぅ？！ ～VERONE Chorus Version～	1
18	Never Stop！乙女タイム	1
19	情熱！∞（むげんだい）	1
20	光になりたい～like a diamonds～	1
21	Beautiful World	1
22	DANZEN！ふたりはプリキュア ～Nagi-nagi & Hono-hono Version～	1
23	プリプリプリキュア	1
24	ゲッチュウ!らぶらぶぅ?!	1
25	DANZEN！ふたりはプリキュア　Ver.MaxHeart	2
26	ムリムリ!?ありあり!!INじゃぁな～い?!	2
27	ワンダー☆ウインター☆ヤッター!!	2
28	木枯らしのDing Dong	2
29	ココロ　ハ　シッテ　イル。	2
30	delight万歳!!	2
31	if…	2
32	いつもとなりで	2
33	わたしは光	2
34	Sunset☆realize	2
35	Max HeartでGO GO GO!!	2
36	虹になろうよ	2
37	ありがとう	2
38	大好きがいっぱい	2
39	シアワセのかくれんぼ	2
40	I believe in	2
41	同じ夢みて～SET ME FREE～	2
42	☆ A Wish of a Heart ☆	2
43	～α（アルファ）～	2
44	信じる力で勇気100倍!!	2
45	ありがとう～あなたに会えてよかった～	2
46	～To be continued～	2
47	チャレンジ☆チェンジ	2
48	Happy ending	2
49	旅立ちの朝に	2
50	旅立ちの朝に　(piano ver.)	2
51	希望の涙 ～Tears for tomorrow～	2
52	心のチカラ	2
53	ギャグ100回分愛して下さい	2
54	にぎやかな冬	2
55	Crystal	2
56	DANZEN！ふたりはプリキュア　Ver.MaxHeart	2
57	ムリムリ!?ありあり!!INじゃぁな～い?!	2
58	ワンダー☆ウインター☆ヤッター!!	2
59	まかせて★スプラッシュ☆スター	3
60	「笑うが勝ち！」でGO！	3
61	ガンバランスdeダンス	3
62	Pa！っとハレバレじゃん♪	3
63	今日も元気！	3
64	ずっと、ずっと…ね	3
65	海が見えたら	3
66	blessing	3
67	謎の行方	3
68	Yes！プリキュアスマイル♪～夢に向かって～	3
69	エガオノチカラ	3
70	my growing days	3
71	バイセコー	3
72	A message of wind	3
73	７つの泉を奪還せよ！！～フィフスエレメントの逆襲～	3
74	ピカピカ・ヒーリング	3
75	海に月、心に光、キラキラと。	3
76	Girl's Work	3
77	奇跡の雫	3
78	ガンバランスdeダンス～咲＆舞version～	3
79	まかせて★スプラッシュ☆スター	3
80	「笑うが勝ち!」でGO！	3
81	まかせて★スプラッシュ☆スター(cover Ver.)	3
82	プリキュア５、スマイルgo go！	4
83	キラキラしちゃってMy True Love!	4
84	ガンバランスdeダンス～夢みる奇跡たち～	4
85	笑ったら最強!!	4
86	とびっきり！勇気の扉	4
87	メタモルフォーゼ～青春乙女LOVE&DREAM～	4
88	もん！太陽ドリーム	4
89	リバーシブル	4
90	だぶるぴーす	4
91	とびっきり！勇気の扉 album ver.	4
92	プリキュアfly	4
93	グリーン・ノート	4
94	Heavenly Blue	4
95	きっと大丈夫	4
96	マスカット	4
97	信頼	4
98	情熱	4
99	夢みる女の子	4
100	オッケー・バトン	4
101	1.2.シュート！～Five Explosion～	4
102	プリキュア５、スマイルgo go！（ぷりきゅあ５Ver.）	4
103	しあわせのかたち	4
104	永遠につながる時	4
105	星の冠	4
106	CREAM	4
107	jewel	4
108	TIME MACHINE	4
109	プリキュア５、スマイルgo go!	4
110	プリキュア５、フルスロットルGOGO！	5
111	手と手つないでハートもリンク!!	5
112	ガンバランスdeダンス～希望のリレー～	5
113	プリキュアモードにSWITCH ON！	5
114	ツインテールの魔法	5
115	ミルク・ミラクル・ミルキィ伝説	5
116	グルグル・マジ？カル・パスポート	5
117	リング・りん・リンク	5
118	ツインテールの魔法 ～扉をあけはなして～	5
119	Rose in rose	5
120	My dear friend	5
121	Shine 5 Hearts	5
122	プリキュアからの招待状	5
123	おかえりなさい	5
124	コドモノ時間	5
125	スマイル！	5
126	sound～いつまでも　これからも～	5
127	シロップのドロップ	5
128	たとえどんなに離れていても	5
129	希望のかけら	5
130	そして、世界は拡がっていく	5
131	明日、花咲く。笑顔、咲く。	5
132	プリキュア５、フルスロットルGOGO！（キュア・カルテットVer.）	5
133	Birthday Party	5
134	宿題	5
135	LOVE BOX	5
136	薔薇と友情	5
137	ジョイナス	5
138	夜明けは流星に連れられて	5
139	ちいさな大きな贈りもの	5
140	手と手つないでハートもリンク!!	5
141	Let's！フレッシュプリキュア！	6
142	Let's！フレッシュプリキュア！～Hybrid ver.～	6
143	You make me happy！	6
144	H@ppy Together！！！	6
145	ハッピーカムカム	6
146	星よりも、花よりも	6
147	heart dictionary	6
148	笑顔の花。ココロの宙。	6
149	フレッシュプリキュア・サンチャイルド	6
150	プリキュアMelody☆	6
151	Special Thanks	6
152	(＾＾)ハナマルスマイル(＾＾)	6
153	Changing my Wind	6
154	いつもココロにほほえみを	6
155	lalala Shangri-la（桃○源郷）	6
156	FRIENDS～3Q4love～	6
157	YOU MAKE ME HAPPY!(英語ver.～世界中の子供たちへ～)	6
158	Dreaming Flowers	6
159	プリキュア☆ハッピー☆クリスマス	6
160	no believe，no life	6
161	ミライ ノ キミヘ	6
162	ハピネス☆Wonder land ～笑顔のおくりもの～	6
163	H@ppy Together！！！(英語ver.～みんなのしあわせ～)	6
164	Let's！フレッシュプリキュア！～Hybrid ver.～　 for the Movie	6
165	H@ppy Together！！！ for the Movie	6
166	Alright！ハートキャッチプリキュア！	7
167	ハートキャッチ☆パラダイス！	7
168	Tomorrow Song～あしたのうた～	7
169	HEART GOES ON	7
170	つ.ぼ.み～Future Flower～	7
171	スペシャル*カラフル	7
172	Power of Shine	7
173	MOON ～月光～ATTACK	7
174	つぼみ～Future Flower～(Promenade remix)	7
175	プリキュアパーティ NOW!!	7
176	OPEN THE WORLD	7
177	More Smiles, More Happiness	7
178	変身！	7
179	太陽のシンフォニー	7
180	こころの花	7
181	スペシャル*カラフル（ULTRA Happy remix）	7
182	ひまわり	7
183	FULL MOON～月が満ちるまで～	7
184	Flower Message	7
185	LET'S GO！	7
186	GOLD～ココロの光～	7
187	月の華	7
188	こころの種	7
189	あしたのあたし	7
190	友情リボン∞	7
191	そして、また歩きだそう	7
192	Power of Shine(Super Prism remix)	7
193	MOON ～月光～ATTACK	7
194	Tomorrow Song～あしたのうた～（英語ver.）	7
195	Alright！ハートキャッチプリキュア！for the Movie	7
196	Tomorrow Song～あしたのうた～for the Movie	7
197	Alright!ハートキャッチプリキュア!	7
198	KUDOMAYU プリキュアメドレー	7
199	ハートキャッチプリキュア！メドレー	7
200	ラ♪ラ♪ラ♪スイートプリキュア♪	8
201	ラ♪ラ♪ラ♪スイートプリキュア♪ ～∞UNLIMITED ver.∞～	8
202	ワンダフル↑パワフル↑ミュージック！！	8
203	♯キボウレインボウ♯	8
204	ドレミファプリキュア♪	8
205	Sm！le　L！Nk	8
206	たいせつなもの	8
207	希望はつづく	8
208	キミがいる	8
209	スイートシンフォニー	8
210	スマイルエール	8
211	Heart Beatは止まらない！	8
212	約束のメロディ	8
213	Girls never give up life	8
214	ファンタスティック・メッセージ	8
215	BEAT LOVE	8
216	Overture＜友情序曲＞	8
217	夢の扉	8
218	ララルー ♪OYFUL	8
219	夢色パズル	8
220	ずっと二人で	8
221	ONE～こころをひとつに～	8
222	MY TONE～ココロノネイロ～	8
223	心の歌	8
224	Let's go！スマイルプリキュア！	9
225	イェイ！イェイ！イェイ！	9
226	満開＊スマイル！	9
227	笑う 笑えば 笑おう♪	9
228	ハッピー☆ソング	9
229	オンリーワンダフル！	9
230	100%ヒーロー	9
231	いつも笑顔で	9
232	あなたの鏡	9
233	最高のスマイル	9
234	キミが笑うだけで	9
235	スマイルカーニバル！！	9
236	明日のみんなへ	9
237	友だち☆ジェットコースター	9
238	虹色エブリデイ	9
239	BAD END～未来を黒く塗れ～	9
240	きらきら	9
241	One For All	9
242	ピースフルデイズ♪	9
243	SMILE FOREVER	9
244	明日へつづく道	9
245	君がいるから	9
246	スマイル&スマイル	9
247	スマイルクル！クル！	9
248	きみという未来	9
249	スマイルプリキュア！メドレー	9
250	Happy Go Lucky！ドキドキ！プリキュア	10
251	この空の向こう	10
252	ラブリンク	10
253	この空の向こう～ドキドキ!プリキュアといっしょ～	10
254	～SONGBIRD～	10
255	勇気の花	10
256	HOLY SWORD～勇気はキズナ～	10
257	星空の帰り道	10
258	Missing Piece	10
259	笑顔のプレゼント	10
260	夢見るリグレット	10
261	こころをこめて	10
262	プリキュアTyphooooon！	10
263	Heart style	10
264	COCORO○Diamond	10
265	CLOVER～オトメの祈り～	10
266	ジコチューやろう	10
267	夏の流星群	10
268	５minutes	10
269	左胸Jewel	10
270	フォルテ～Jump up, Girls!～	10
271	I’m home	10
272	ドキドキ！Power！！！	10
273	一番星	10
274	大切なタカラモノ	10
275	Clear Eyes	10
276	dance at dawn	10
277	愛の力	10
278	あたしが一番	10
279	きゅぴらっぱ～	10
280	プリキュアDAYS☆	10
281	負けない翼で	10
282	たからもの	10
283	未来のありか	10
284	プリキュアモードにSWITCH ON！	99
285	DANZEN！まかせて☆フル・スロットルGOGO！！	99
286	キラキラkawaii！プリキュア大集合♪	99
287	プリキュア、奇跡デラックス	99
288	キラキラkawaii！プリキュア大集合♪～キボウの光～	99
289	17jewels～プリキュアメドレー2010～	99
290	キラキラkawaii！プリキュア大集合♪～いのちの花～	99
291	ありがとうがいっぱい	99
292	Come on！ プリキュアオールスターズ	99
293	プリキュアオールスターズDXメドレー for 3D theater	99
294	プリキュア～永遠のともだち～	99
295	トモダチ	99
296	プリキュア～永遠のともだち～ (2013Version)	99
297	みんなともだち	99
298	プリキュアメドレー	99
299	ふたりはプリキュアメドレー	99
300	プリキュアシリーズメドレー	99
301	ハートキャッチプリキュア！メドレー	99
302	KUDOMAYU プリキュアメドレー	99
303	17jewels～プリキュアメドレー2010～	99
304	プリキュアオールスターズDXメドレー for 3D theater	99
305	スマイルプリキュア！メドレー	99
306	プリキュアメドレー2013（Short Version）	99
307	プリキュアメドレー2013（Full Version）	99
